,budget,imdb_id,popularity,release_date,startYear,release_month,revenue,runtime,title,Genre,Production_Company,Director,averageRating,numVotes,original_language,status,New_status
610,60000000.0,tt0120787,9.430812,1998-06-05,1998,6,128038368.0,107.0,A Perfect Murder,Crime,Kopelson Entertainment,Andrew Davis,6.5,74793,en,2.1339728,1.0
611,7500000.0,tt0094602,5.283245,1988-04-08,1988,4,18869631.0,99.0,Above the Law,Action,Warner Bros.,Andrew Davis,6.0,26971,en,2.5159508,1.0
612,85000000.0,tt0233469,10.175502999999999,2002-02-06,2002,2,78382433.0,108.0,Collateral Damage,Action,David Foster Productions,Andrew Davis,5.5,69525,en,0.9221462705882353,0.0
613,70000000.0,tt0406816,10.031817,2006-09-28,2006,9,55011732.0,139.0,The Guardian,Action,Contrafilm,Andrew Davis,6.9,84223,en,0.7858818857142857,0.0
614,25000000.0,tt0107144,13.482370999999999,1993-05-21,1993,5,133752825.0,86.0,Hot Shots! Part Deux,Action,Twentieth Century Fox Film Corporation,Jim Abrahams,6.6,79766,en,5.350113,1.0
615,26000000.0,tt0102059,11.026793,1991-07-31,1991,7,181096164.0,84.0,Hot Shots!,Action,Twentieth Century Fox Film Corporation,Jim Abrahams,6.8,93510,en,6.965237076923077,1.0
616,13000000.0,tt0107207,7.405895,1993-12-12,1993,12,65796862.0,133.0,In the Name of the Father,Drama,Universal Pictures,Jim Sheridan,8.1,145147,en,5.0612970769230765,1.0
617,645180.0,tt0097937,5.841931,1989-07-21,1989,7,14743391.0,103.0,My Left Foot: The Story of Christy Brown,Drama,Ferndale Films,Jim Sheridan,7.9,62629,en,22.85159335379274,1.0
618,40000000.0,tt0430308,9.820229,2005-11-09,2005,11,46442528.0,117.0,Get Rich or Die Tryin',Drama,Paramount Pictures,Jim Sheridan,5.3,42164,en,1.1610632,1.0
619,26000000.0,tt0765010,9.108917,2009-01-27,2009,1,43318349.0,104.0,Brothers,Drama,Lionsgate,Jim Sheridan,7.1,105244,en,1.666090346153846,1.0
620,63000000.0,tt0107290,8.863776,1993-06-11,1993,6,920100000.0,127.0,Jurassic Park,Adventure,Universal Pictures,Steven Spielberg,8.1,803729,en,14.604761904761904,1.0
621,22000000.0,tt0108052,41.725122999999996,1993-11-29,1993,11,321365567.0,195.0,Schindler's List,Drama,Universal Pictures,Steven Spielberg,8.9,1121993,en,14.607525772727273,1.0
622,10500000.0,tt0083866,19.358546,1982-04-03,1982,4,792965326.0,115.0,E.T. the Extra-Terrestrial,Science Fiction,Universal Pictures,Steven Spielberg,7.8,345524,en,75.52050723809523,1.0
623,18000000.0,tt0082971,19.901576000000002,1981-06-12,1981,6,389925971.0,115.0,Raiders of the Lost Ark,Adventure,Lucasfilm,Steven Spielberg,8.4,831631,en,21.662553944444443,1.0
624,48000000.0,tt0097576,14.788986999999999,1989-05-24,1989,5,474171806.0,127.0,Indiana Jones and the Last Crusade,Adventure,Lucasfilm,Steven Spielberg,8.2,649608,en,9.878579291666666,1.0
625,7000000.0,tt0073195,19.726114000000003,1975-06-18,1975,6,470654000.0,124.0,Jaws,Horror,Universal Pictures,Steven Spielberg,8.0,519779,en,67.23628571428571,1.0
626,73000000.0,tt0119567,0.7881229999999999,1997-05-23,1997,5,229074524.0,129.0,The Lost World: Jurassic Park,Adventure,Universal Pictures,Steven Spielberg,6.6,354326,en,3.1380071780821917,1.0
627,36000000.0,tt0118607,2.263584,1997-12-03,1997,12,74000000.0,155.0,Amistad,Drama,DreamWorks SKG,Steven Spielberg,7.3,67235,en,2.0555555555555554,1.0
628,70000000.0,tt0120815,21.758054,1998-07-24,1998,7,481840909.0,169.0,Saving Private Ryan,Drama,Paramount Pictures,Steven Spielberg,8.6,1145485,en,6.8834415571428575,1.0
629,28000000.0,tt0087469,15.802306,1984-05-23,1984,5,333000000.0,118.0,Indiana Jones and the Temple of Doom,Adventure,Lucasfilm,Steven Spielberg,7.6,416796,en,11.892857142857142,1.0
630,15000000.0,tt0088939,11.573561999999999,1985-12-18,1985,12,146292009.0,154.0,The Color Purple,Drama,Amblin Entertainment,Steven Spielberg,7.8,72948,en,9.7528006,1.0
631,20000000.0,tt0075860,10.610446000000001,1977-11-16,1977,11,303788635.0,135.0,Close Encounters of the Third Kind,Science Fiction,Columbia Pictures Corporation,Steven Spielberg,7.6,171513,en,15.18943175,1.0
632,70000000.0,tt0102057,14.508137,1991-12-11,1991,12,300854823.0,144.0,Hook,Adventure,Amblin Entertainment,Steven Spielberg,6.8,218903,en,4.297926042857143,1.0
633,35000000.0,tt0092965,10.220906,1987-12-09,1987,12,22238696.0,153.0,Empire of the Sun,Drama,Amblin Entertainment,Steven Spielberg,7.8,108042,en,0.6353913142857143,0.0
634,100000000.0,tt0212720,13.249364000000002,2001-06-29,2001,6,235926552.0,146.0,A.I. Artificial Intelligence,Drama,DreamWorks SKG,Steven Spielberg,7.2,278756,en,2.35926552,1.0
635,31000000.0,tt0096794,5.443097,1989-12-22,1989,12,74134790.0,122.0,Always,Fantasy,Universal Pictures,Steven Spielberg,6.4,26505,en,2.3914448387096776,1.0
636,102000000.0,tt0181689,20.666063,2002-06-20,2002,6,358372926.0,145.0,Minority Report,Action,DreamWorks SKG,Steven Spielberg,7.6,479177,en,3.5134600588235294,1.0
637,52000000.0,tt0264464,19.833077,2002-12-25,2002,12,352114312.0,141.0,Catch Me If You Can,Drama,Kemp Company,Steven Spielberg,8.1,746689,en,6.771429076923077,1.0
638,35000000.0,tt0078723,7.812378999999999,1979-12-13,1979,12,31755742.0,113.0,1941,Action,Columbia Pictures,Steven Spielberg,5.8,29752,en,0.9073069142857143,0.0
639,60000000.0,tt0362227,14.092373,2004-06-17,2004,6,219417255.0,128.0,The Terminal,Comedy,DreamWorks SKG,Steven Spielberg,7.3,374867,en,3.65695425,1.0
640,132000000.0,tt0407304,19.929377,2005-06-28,2005,6,591739379.0,116.0,War of the Worlds,Adventure,Paramount Pictures,Steven Spielberg,6.5,395272,en,4.482874083333333,1.0
641,70000000.0,tt0408306,9.668761,2005-12-22,2005,12,130358911.0,164.0,Munich,Drama,DreamWorks SKG,Steven Spielberg,7.5,201588,en,1.862270157142857,1.0
642,185000000.0,tt0367882,12.577266,2008-05-21,2008,5,786636033.0,122.0,Indiana Jones and the Kingdom of the Crystal Skull,Adventure,Lucasfilm,Steven Spielberg,6.1,401488,en,4.252086664864865,1.0
643,130000000.0,tt0983193,19.201504,2011-10-25,2011,10,371940071.0,107.0,The Adventures of Tintin,Adventure,Paramount Pictures,Steven Spielberg,7.3,205801,en,2.861077469230769,1.0
644,65000000.0,tt0443272,10.680330999999999,2012-11-09,2012,11,275293450.0,149.0,Lincoln,History,DreamWorks,Steven Spielberg,7.3,232836,en,4.2352838461538465,1.0
645,9000000.0,tt0107302,8.4337,1993-09-01,1993,9,2395231.0,117.0,Kalifornia,Thriller,Propaganda Films,Dominic Sena,6.7,48580,en,0.2661367777777778,0.0
646,90000000.0,tt0187078,14.091764999999999,2000-06-09,2000,6,237202299.0,118.0,Gone in Sixty Seconds,Action,Jerry Bruckheimer Films,Dominic Sena,6.5,249828,en,2.6355811,1.0
647,102000000.0,tt0244244,9.646208,2001-06-07,2001,6,147080413.0,99.0,Swordfish,Action,Village Roadshow Pictures,Dominic Sena,6.5,170903,en,1.4419648333333333,1.0
648,40000000.0,tt0365929,7.759722,2009-09-09,2009,9,12206028.0,101.0,Whiteout,Action,StudioCanal,Dominic Sena,5.5,36111,en,0.3051507,0.0
649,40000000.0,tt0479997,13.471159,2011-01-07,2011,1,88100000.0,95.0,Season of the Witch,Adventure,Atlas Entertainment,Dominic Sena,5.4,87063,en,2.2025,1.0
650,1500000.0,tt0110265,4.948569,1993-10-01,1993,10,418961.0,96.0,Killing Zoe,Action,Live Entertainment,Roger Avary,6.5,19069,en,0.27930733333333335,0.0
651,55000000.0,tt0116253,13.106291,1996-03-15,1996,3,121969216.0,133.0,Executive Decision,Action,Silver Pictures,Stuart Baird,6.4,47649,en,2.217622109090909,1.0
652,60000000.0,tt0120873,8.462363999999999,1998-03-06,1998,3,102367405.0,131.0,U.S. Marshals,Thriller,Kopelson Entertainment,Stuart Baird,6.5,90760,en,1.7061234166666666,1.0
653,60000000.0,tt0253754,11.367801,2002-12-13,2002,12,67312826.0,117.0,Star Trek: Nemesis,Science Fiction,Paramount Pictures,Stuart Baird,6.4,69443,en,1.1218804333333334,1.0
654,25000000.0,tt0107614,11.16553,1993-11-24,1993,11,441286195.0,125.0,Mrs. Doubtfire,Comedy,Twentieth Century Fox Film Corporation,Chris Columbus,7.0,227187,en,17.6514478,1.0
655,18000000.0,tt0099785,0.702543,1990-11-09,1990,11,476684675.0,103.0,Home Alone,Comedy,Twentieth Century Fox Film Corporation,Chris Columbus,7.6,416613,en,26.482481944444444,1.0
656,18000000.0,tt0104431,13.293722,1992-11-19,1992,11,358991681.0,120.0,Home Alone 2: Lost in New York,Comedy,Twentieth Century Fox Film Corporation,Chris Columbus,6.7,271404,en,19.943982277777778,1.0
657,100000000.0,tt0182789,9.369917999999998,1999-12-17,1999,12,93700000.0,131.0,Bicentennial Man,Comedy,Laurence Mark Productions,Chris Columbus,6.9,104422,en,0.937,0.0
658,125000000.0,tt0241527,38.187238,2001-11-16,2001,11,976475550.0,152.0,Harry Potter and the Philosopher's Stone,Adventure,1492 Pictures,Chris Columbus,7.6,585615,en,7.8118044,1.0
659,100000000.0,tt0295297,29.741452000000002,2002-11-13,2002,11,876688482.0,161.0,Harry Potter and the Chamber of Secrets,Adventure,1492 Pictures,Chris Columbus,7.4,507138,en,8.76688482,1.0
660,40000000.0,tt0294870,9.530278,2005-11-23,2005,11,31670620.0,135.0,Rent,Drama,Columbia Pictures,Chris Columbus,6.9,47184,en,0.7917655,0.0
661,95000000.0,tt0814255,9.785895,2010-02-01,2010,2,226497209.0,118.0,Percy Jackson & the Olympians: The Lightning Thief,Adventure,Ingenious Film Partners,Chris Columbus,5.9,168202,en,2.384181147368421,1.0
662,12000000.0,tt0110657,9.9697,1994-07-18,1994,7,15826984.0,107.0,The Next Karate Kid,Adventure,Columbia Pictures Corporation,Christopher Cain,4.4,23664,en,1.3189153333333334,1.0
663,13000000.0,tt0096487,9.905174,1988-08-12,1988,8,44726644.0,107.0,Young Guns,Crime,Twentieth Century Fox Film Corporation,Christopher Cain,6.9,51385,en,3.440511076923077,1.0
664,26000000.0,tt0107818,13.373006,1993-12-22,1993,12,206678440.0,125.0,Philadelphia,Drama,TriStar Pictures,Jonathan Demme,7.7,210650,en,7.949170769230769,1.0
665,19000000.0,tt0102926,4.307222,1991-02-01,1991,2,272742922.0,119.0,The Silence of the Lambs,Crime,Orion Pictures,Jonathan Demme,8.6,1171651,en,14.354890631578947,1.0
666,80000000.0,tt0368008,10.796939,2004-07-30,2004,7,96105964.0,129.0,The Manchurian Candidate,Drama,Paramount Pictures,Jonathan Demme,6.6,98714,en,1.20132455,1.0
667,7000000.0,tt0107822,7.436758,1993-05-19,1993,5,116700000.0,121.0,The Piano,Drama,New South Wales Film & Television Office,Jane Campion,7.6,74291,en,16.67142857142857,1.0
668,8500000.0,tt0810784,14.337354999999999,2009-11-05,2009,11,4440055.0,119.0,Bright Star,Drama,BBC Films,Jane Campion,6.9,24315,en,0.5223594117647059,0.0
669,11500000.0,tt0107943,12.222576,1993-11-05,1993,11,23237911.0,134.0,The Remains of the Day,Drama,Columbia Pictures,James Ivory,7.8,59746,en,2.0206879130434783,1.0
670,3000000.0,tt0091867,6.175166,1985-12-13,1985,12,20966644.0,117.0,A Room with a View,Drama,Goldcrest Films International,James Ivory,7.3,36787,en,6.9888813333333335,1.0
671,22000000.0,tt0107978,8.685798,1993-04-17,1993,4,10696210.0,104.0,RoboCop 3,Action,Orion Pictures,Fred Dekker,4.1,43475,en,0.4861913636363636,0.0
672,12000000.0,tt0093560,7.075533999999999,1987-08-14,1987,8,3769990.0,82.0,The Monster Squad,Horror,TriStar Pictures,Fred Dekker,7.1,25903,en,0.3141658333333333,0.0
673,20000000.0,tt0107977,17.136672,1993-07-28,1993,7,35739755.0,104.0,Robin Hood: Men in Tights,Comedy,Gaumont,Mel Brooks,6.7,109742,en,1.78698775,1.0
674,2800000.0,tt0072431,9.339316,1974-12-15,1974,12,86273333.0,106.0,Young Frankenstein,Comedy,Twentieth Century Fox Film Corporation,Mel Brooks,8.0,135755,en,30.811904642857144,1.0
675,11000000.0,tt0082517,9.270491999999999,1981-06-12,1981,6,31672907.0,92.0,History of the World: Part I,Comedy,Twentieth Century Fox Film Corporation,Mel Brooks,6.9,43528,en,2.8793551818181817,1.0
676,22700000.0,tt0094012,9.10373,1987-06-24,1987,6,38119483.0,96.0,Spaceballs,Comedy,Brooksfilms Ltd.,Mel Brooks,7.1,162077,en,1.6792723788546255,1.0
677,2600000.0,tt0071230,13.233262,1974-02-07,1974,2,119500000.0,93.0,Blazing Saddles,Western,Crossbow Productions,Mel Brooks,7.7,118442,en,45.96153846153846,1.0
678,12000000.0,tt0108002,5.914833,1993-09-17,1993,9,22750363.0,114.0,Rudy,Drama,TriStar Pictures,David Anspaugh,7.5,51817,en,1.8958635833333333,1.0
679,9000000.0,tt0091217,6.484495,1986-11-14,1986,11,28607524.0,114.0,Hoosiers,Drama,Orion Pictures,David Anspaugh,7.5,40501,en,3.1786137777777776,1.0
680,13000000.0,tt0111127,5.305311,1994-04-13,1994,4,7820688.0,95.0,Serial Mom,Comedy,Savoy Pictures,John Waters,6.7,25335,en,0.6015913846153846,0.0
681,11000000.0,tt0099329,8.290384,1990-04-05,1990,4,8266343.0,85.0,Cry-Baby,Comedy,Imagine Entertainment,John Waters,6.5,51732,en,0.7514857272727272,0.0
682,25000000.0,tt0111143,7.881107000000001,1994-07-01,1994,7,48063435.0,108.0,The Shadow,Adventure,Universal Pictures,Russell Mulcahy,6.1,22045,en,1.9225374,1.0
683,16000000.0,tt0091203,16.870392000000002,1986-03-07,1986,3,5900000.0,116.0,Highlander,Adventure,Davis-Panzer Productions,Russell Mulcahy,7.1,115161,en,0.36875,0.0
684,30000000.0,tt0102034,8.032638,1991-01-30,1991,1,15556340.0,91.0,Highlander II: The Quickening,Action,Lamb Bear Entertainment,Russell Mulcahy,4.3,41818,en,0.5185446666666667,0.0
685,45000000.0,tt0432021,3.009134,2007-09-20,2007,9,148412065.0,94.0,Resident Evil: Extinction,Horror,Impact Pictures,Russell Mulcahy,6.3,175927,en,3.298045888888889,1.0
686,21000000.0,tt0108160,10.234919,1993-06-24,1993,6,227799884.0,105.0,Sleepless in Seattle,Comedy,TriStar Pictures,Nora Ephron,6.8,148448,en,10.847613523809525,1.0
687,65000000.0,tt0128853,10.237996,1998-12-17,1998,12,250821495.0,119.0,You've Got Mail,Comedy,Warner Bros.,Nora Ephron,6.6,181379,en,3.8587922307692306,1.0
688,85000000.0,tt0374536,9.276085,2005-06-21,2005,6,131426169.0,102.0,Bewitched,Comedy,Columbia Pictures Corporation,Nora Ephron,4.8,66263,en,1.5461902235294118,1.0
689,28000000.0,tt0083658,96.272374,1982-06-25,1982,6,33139618.0,117.0,Blade Runner,Science Fiction,Shaw Brothers,Ridley Scott,8.1,646017,en,1.1835577857142856,1.0
690,11000000.0,tt0078748,23.37742,1979-05-25,1979,5,104931801.0,117.0,Alien,Horror,Twentieth Century Fox Film Corporation,Ridley Scott,8.4,734580,en,9.539254636363637,1.0
691,50000000.0,tt0119173,9.37934,1997-08-22,1997,8,48169156.0,125.0,G.I. Jane,Action,Caravan Pictures,Ridley Scott,5.9,69960,en,0.96338312,0.0
692,25000000.0,tt0089469,10.932786,1985-07-19,1985,7,15502112.0,94.0,Legend,Adventure,Universal Studios,Ridley Scott,6.5,56213,en,0.62008448,0.0
693,16000000.0,tt0103074,14.785388000000001,1991-05-24,1991,5,45361000.0,130.0,Thelma & Louise,Drama,Pathé Entertainment,Ridley Scott,7.5,125432,en,2.8350625,1.0
694,103000000.0,tt0172495,23.186667,2000-05-01,2000,5,457640427.0,155.0,Gladiator,Action,DreamWorks SKG,Ridley Scott,8.5,1248448,en,4.443110941747573,1.0
695,87000000.0,tt0212985,2.48875,2001-02-08,2001,2,351692268.0,131.0,Hannibal,Crime,Universal Pictures,Ridley Scott,6.8,241195,en,4.042439862068965,1.0
696,30000000.0,tt0096933,6.973408,1989-09-22,1989,9,45892212.0,125.0,Black Rain,Action,Paramount Pictures,Ridley Scott,6.7,46550,en,1.5297404,1.0
697,92000000.0,tt0265086,10.064446,2001-12-28,2001,12,172989651.0,144.0,Black Hawk Down,Action,Jerry Bruckheimer Films,Ridley Scott,7.7,346249,en,1.8803222934782609,1.0
698,62000000.0,tt0325805,5.539265,2003-09-01,2003,9,65565672.0,116.0,Matchstick Men,Comedy,Saturn Films,Ridley Scott,7.3,119356,en,1.0575108387096774,1.0
699,47000000.0,tt0103594,11.618792,1992-10-09,1992,10,7191399.0,154.0,1492: Conquest of Paradise,Action,Paramount Pictures,Ridley Scott,6.5,26626,en,0.15300848936170214,0.0
700,130000000.0,tt0320661,16.296471,2005-05-03,2005,5,211643158.0,144.0,Kingdom of Heaven,Drama,Studio Babelsberg,Ridley Scott,7.2,254518,en,1.6280242923076924,1.0
701,35000000.0,tt0401445,7.82187,2006-09-09,2006,9,42064105.0,118.0,A Good Year,Comedy,Fox 2000 Pictures,Ridley Scott,7.0,83921,en,1.2018315714285714,1.0
702,100000000.0,tt0765429,9.644542,2007-11-02,2007,11,266465037.0,157.0,American Gangster,Drama,Imagine Entertainment,Ridley Scott,7.8,373383,en,2.66465037,1.0
703,70000000.0,tt0758774,12.886125,2008-10-10,2008,10,113280098.0,128.0,Body of Lies,Action,Scott Free Productions,Ridley Scott,7.1,203118,en,1.6182871142857143,1.0
704,200000000.0,tt0955308,10.56812,2010-05-12,2010,5,310669540.0,140.0,Robin Hood,Action,Imagine Entertainment,Ridley Scott,6.6,243295,en,1.5533477,1.0
705,20000000.0,tt0108174,8.051914,1993-07-30,1993,7,11585483.0,93.0,So I Married an Axe Murderer,Comedy,TriStar Pictures,Thomas Schlamme,6.4,31649,en,0.57927415,0.0
706,18000000.0,tt0107688,17.730913,1993-10-09,1993,10,75634409.0,76.0,The Nightmare Before Christmas,Fantasy,Tim Burton Productions,Henry Selick,8.0,274909,en,4.201911611111111,1.0
707,38000000.0,tt0116683,13.217623000000001,1996-04-12,1996,4,28921264.0,79.0,James and the Giant Peach,Adventure,Walt Disney Pictures,Henry Selick,6.7,57061,en,0.7610858947368421,0.0
708,60000000.0,tt0327597,16.639915,2009-02-05,2009,2,124596398.0,100.0,Coraline,Animation,Focus Features,Henry Selick,7.7,182659,en,2.0766066333333333,1.0
709,30000000.0,tt0108333,6.34785,1993-11-11,1993,11,53898845.0,105.0,The Three Musketeers,Action,Walt Disney Pictures,Stephen Herek,6.4,47655,en,1.7966281666666666,1.0
710,54000000.0,tt0115433,11.470748,1996-11-17,1996,11,320689294.0,103.0,101 Dalmatians,Comedy,Walt Disney Pictures,Stephen Herek,5.7,94971,en,5.93869062962963,1.0
711,10000000.0,tt0104868,6.113646,1992-10-01,1992,10,50752337.0,101.0,The Mighty Ducks,Comedy,Walt Disney,Stephen Herek,6.5,54293,en,5.0752337,1.0
712,10000000.0,tt0101757,5.402262,1991-06-07,1991,6,25196249.0,105.0,Don't Tell Mom the Babysitter's Dead,Comedy,Mercury,Stephen Herek,6.2,25889,en,2.5196249,1.0
713,2000000.0,tt0090887,10.113807000000001,1986-04-11,1986,4,13167232.0,82.0,Critters,Action,New Line Cinema,Stephen Herek,6.1,29295,en,6.583616,1.0
714,10000000.0,tt0096928,15.109260999999998,1989-02-17,1989,2,40485039.0,90.0,Bill & Ted's Excellent Adventure,Adventure,Orion Pictures,Stephen Herek,6.9,103109,en,4.0485039,1.0
715,57000000.0,tt0202470,10.076222999999999,2001-09-04,2001,9,16991902.0,105.0,Rock Star,Music,Bel Air Entertainment,Stephen Herek,6.3,39357,en,0.2981035438596491,0.0
716,40000000.0,tt0282687,6.332398,2002-04-26,2002,4,16872671.0,103.0,Life or Something Like It,Comedy,Regency Enterprises,Stephen Herek,5.8,22225,en,0.421816775,0.0
717,22000000.0,tt0099348,11.654349,1990-11-09,1990,11,424208848.0,181.0,Dances with Wolves,Adventure,Tig Productions,Kevin Costner,8.0,225496,en,19.282220363636362,1.0
718,80000000.0,tt0119925,6.537407,1997-12-25,1997,12,17626234.0,177.0,The Postman,Drama,Tig Productions,Kevin Costner,6.1,65541,en,0.220327925,0.0
719,22000000.0,tt0316356,16.532577,2003-08-29,2003,8,68296293.0,139.0,Open Range,Western,Tig Productions,Kevin Costner,7.4,63311,en,3.1043769545454545,1.0
720,14000000.0,tt0100405,13.348451,1990-03-23,1990,3,463000000.0,119.0,Pretty Woman,Romance,Touchstone Pictures,Garry Marshall,7.0,267543,en,33.07142857142857,1.0
721,70000000.0,tt0163187,8.919469,1999-07-30,1999,7,309457509.0,116.0,Runaway Bride,Comedy,Paramount Pictures,Garry Marshall,5.5,88767,en,4.420821557142857,1.0
722,37000000.0,tt0247638,7.387171,2001-08-03,2001,8,165335153.0,115.0,The Princess Diaries,Comedy,Walt Disney Pictures,Garry Marshall,6.3,119214,en,4.468517648648649,1.0
723,50000000.0,tt0350028,12.448933,2004-05-27,2004,5,49718611.0,119.0,Raising Helen,Drama,Touchstone Pictures,Garry Marshall,6.0,34329,en,0.99437222,0.0
724,1880006.0,tt0093693,5.549621,1987-12-16,1987,12,26713187.0,106.0,Overboard,Comedy,Metro-Goldwyn-Mayer (MGM),Garry Marshall,6.9,48952,en,14.209096673095724,1.0
725,40000000.0,tt0368933,8.248895,2004-08-06,2004,8,95149435.0,113.0,The Princess Diaries 2: Royal Engagement,Comedy,Walt Disney Pictures,Garry Marshall,5.8,69379,en,2.378735875,1.0
726,52000000.0,tt0817230,7.466721000000001,2010-02-10,2010,2,216485654.0,125.0,Valentine's Day,Comedy,New Line Cinema,Garry Marshall,5.7,108569,en,4.163185653846154,1.0
727,6244087.0,tt0065214,11.722424,1969-06-17,1969,6,638641.0,145.0,The Wild Bunch,Adventure,Warner Brothers/Seven Arts,Sam Peckinpah,7.9,73535,en,0.10227932442325034,0.0
728,2200000.0,tt0067800,6.632663000000001,1971-12-29,1971,12,3251794.0,118.0,Straw Dogs,Crime,ABC Pictures,Sam Peckinpah,7.5,53207,en,1.478088181818182,1.0
729,3352254.0,tt0068638,10.037593,1972-12-13,1972,12,58831997.0,118.0,The Getaway,Action,Solar Productions,Sam Peckinpah,7.4,25807,en,17.549981892780202,1.0
730,4000000.0,tt0065421,9.834047,1970-12-23,1970,12,55675257.0,78.0,The Aristocats,Animation,Walt Disney Productions,Wolfgang Reitherman,7.1,85713,en,13.91881425,1.0
731,3000000.0,tt0057546,10.636458,1963-12-25,1963,12,22182353.0,79.0,The Sword in the Stone,Animation,Walt Disney Productions,Wolfgang Reitherman,7.2,82695,en,7.394117666666666,1.0
732,4000000.0,tt0061852,22.845448,1967-10-17,1967,10,205843612.0,78.0,The Jungle Book,Family,Walt Disney Pictures,Wolfgang Reitherman,7.6,155023,en,51.460903,1.0
733,15000000.0,tt0070608,11.179855,1973-11-08,1973,11,32056467.0,83.0,Robin Hood,Animation,Walt Disney Productions,Wolfgang Reitherman,7.6,106897,en,2.1370978,1.0
734,30000000.0,tt0117381,10.326213000000001,1996-04-03,1996,4,102616183.0,129.0,Primal Fear,Crime,Paramount Pictures,Gregory Hoblit,7.7,169051,en,3.4205394333333334,1.0
735,31000000.0,tt0186151,10.163266,2000-04-28,2000,4,68106245.0,118.0,Frequency,Crime,New Line Cinema,Gregory Hoblit,7.3,96216,en,2.1969756451612903,1.0
736,70000000.0,tt0251114,14.116473999999998,2002-02-15,2002,2,32287044.0,125.0,Hart's War,Drama,David Foster Productions,Gregory Hoblit,6.3,49116,en,0.4612434857142857,0.0
737,35000000.0,tt0880578,7.85217,2008-01-22,2008,1,32483410.0,101.0,Untraceable,Drama,Lakeshore Entertainment,Gregory Hoblit,6.2,45694,en,0.9280974285714285,0.0
738,57000000.0,tt0116136,23.636589999999998,1996-05-31,1996,5,115267375.0,103.0,DragonHeart,Fantasy,Universal Pictures,Rob Cohen,6.5,87597,en,2.022234649122807,1.0
739,80000000.0,tt0116040,11.995799,1996-12-06,1996,12,159212469.0,115.0,Daylight,Action,Universal Pictures,Rob Cohen,5.9,62653,en,1.9901558625,1.0
740,15000000.0,tt0192614,11.363754,2000-03-31,2000,3,35007180.0,106.0,The Skulls,Crime,Universal Pictures,Rob Cohen,5.6,29910,en,2.333812,1.0
741,38000000.0,tt0232500,1.406181,2001-06-22,2001,6,207283925.0,106.0,The Fast and the Furious,Action,Universal Pictures,Rob Cohen,6.8,327855,en,5.454840131578948,1.0
742,14000000.0,tt0106770,5.079464,1993-05-07,1993,5,63513743.0,120.0,Dragon: The Bruce Lee Story,Drama,Universal Pictures,Rob Cohen,7.0,25869,en,4.536695928571429,1.0
743,70000000.0,tt0295701,12.722381,2002-08-09,2002,8,277448382.0,124.0,xXx,Action,Columbia Pictures,Rob Cohen,5.9,168172,en,3.963548314285714,1.0
744,135000000.0,tt0382992,13.890179999999999,2005-07-28,2005,7,76932943.0,121.0,Stealth,Action,Laura Ziskin Productions,Rob Cohen,5.1,50116,en,0.5698736518518519,0.0
745,145000000.0,tt0859163,14.250226999999999,2008-07-01,2008,7,401128639.0,112.0,The Mummy: Tomb of the Dragon Emperor,Adventure,Universal Pictures,Rob Cohen,5.2,143994,en,2.7664044068965516,1.0
746,80000000.0,tt0117705,11.054250999999999,1996-11-15,1996,11,250200000.0,88.0,Space Jam,Animation,Warner Bros. Family Entertainment,Joe Pytka,6.4,146001,en,3.1275,1.0
747,9000000.0,tt0062711,14.304205,1968-10-10,1968,10,2500000.0,98.0,Barbarella,Science Fiction,Paramount Pictures,Roger Vadim,5.9,29902,en,0.2777777777777778,0.0
748,30000000.0,tt0117420,7.941972,1996-04-19,1996,4,57400547.0,95.0,The Quest,Action,Universal Pictures,Jean-Claude Van Damme,5.6,22870,en,1.9133515666666667,1.0
749,31000000.0,tt0095776,10.813578999999999,1988-11-18,1988,11,74151346.0,74.0,Oliver & Company,Animation,Walt Disney Pictures,George Scribner,6.7,40533,en,2.3919789032258065,1.0
750,15000000.0,tt0115963,12.860385,1996-05-03,1996,5,24769466.0,101.0,The Craft,Drama,Columbia Pictures,Andrew Fleming,6.3,70496,en,1.6512977333333334,1.0
751,25000000.0,tt0115571,6.497591000000001,1996-05-31,1996,5,14048372.0,115.0,The Arrival,Action,Live Entertainment,David Twohy,6.3,30187,en,0.56193488,0.0
752,23000000.0,tt0134847,6.424399,2000-02-18,2000,2,53187659.0,108.0,Pitch Black,Thriller,Interscope Communications,David Twohy,7.1,216930,en,2.312506913043478,1.0
753,105000000.0,tt0296572,5.060352,2004-06-11,2004,6,115772733.0,119.0,The Chronicles of Riddick,Action,One Race Films,David Twohy,6.7,206840,en,1.1025974571428572,1.0
754,14000000.0,tt0971209,11.017008,2009-06-08,2009,6,22852638.0,98.0,A Perfect Getaway,Thriller,Davis Entertainment,David Twohy,6.5,64933,en,1.6323312857142858,1.0
755,1800000.0,tt0057012,9.803980000000001,1964-01-29,1964,1,9440272.0,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Drama,Hawk Films,Stanley Kubrick,8.4,424476,en,5.244595555555556,1.0
756,10500000.0,tt0062622,22.494622,1968-04-10,1968,4,68700000.0,149.0,2001: A Space Odyssey,Science Fiction,Stanley Kubrick Productions,Stanley Kubrick,8.3,559075,en,6.542857142857143,1.0
757,2200000.0,tt0066921,17.112594,1971-12-18,1971,12,26589000.0,136.0,A Clockwork Orange,Science Fiction,Hawk Films,Stanley Kubrick,8.3,708506,en,12.085909090909091,1.0
