budget,imdb_id,popularity,release_date,startYear,revenue,runtime,title,status,New_status,Genre,Production_Company,Director,averageRating,numVotes
26000000.0,tt0110027,6.8666339999999995,1994-11-29,1994,36800000.0,99.0,Highlander: The Final Dimension,1.4153846153846155,1.0,Action,Trans-Film,Andrew Morahan,4.5,18958
8000000.0,tt0113409,8.497643,1994-12-12,1994,8946600.0,95.0,In the Mouth of Madness,1.118325,1.0,Horror,New Line Cinema,John Carpenter,7.2,56107
50000000.0,tt0116225,12.229381,1996-08-09,1996,42277365.0,97.0,Escape from L.A.,0.8455473,0.0,Action,Paramount Pictures,John Carpenter,5.7,65699
1000000.0,tt0080749,9.194572,1980-02-08,1980,21378361.0,89.0,The Fog,21.378361,1.0,Horror,AVCO Embassy Pictures,John Carpenter,6.8,59118
6000000.0,tt0082340,10.124544,1981-05-22,1981,50244700.0,99.0,Escape from New York,8.374116666666668,1.0,Science Fiction,AVCO Embassy Pictures,John Carpenter,7.2,115323
300000.0,tt0077651,13.672759,1978-10-25,1978,70000000.0,91.0,Halloween,233.33333333333334,1.0,Horror,Compass International Pictures,John Carpenter,7.8,213973
15000000.0,tt0084787,16.83125,1982-06-25,1982,19629760.0,109.0,The Thing,1.3086506666666666,1.0,Horror,Universal Pictures,John Carpenter,8.1,342423
22000000.0,tt0088172,9.763928,1984-12-13,1984,28744356.0,115.0,Starman,1.3065616363636363,1.0,Action,Columbia Pictures,John Carpenter,7.0,40107
25000000.0,tt0090728,11.109932,1986-05-30,1986,11000000.0,99.0,Big Trouble in Little China,0.44,0.0,Action,Twentieth Century Fox Film Corporation,John Carpenter,7.3,115769
4000000.0,tt0096256,11.292364,1988-11-23,1988,13008928.0,94.0,They Live,3.252232,1.0,Action,Universal Pictures,John Carpenter,7.3,100201
28000000.0,tt0228333,7.058599000000001,2001-08-24,2001,14010832.0,98.0,Ghosts of Mars,0.5003868571428571,0.0,Action,Screen Gems,John Carpenter,4.9,49003
40000000.0,tt0104850,6.064099,1992-02-28,1992,14358033.0,99.0,Memoirs of an Invisible Man,0.358950825,0.0,Comedy,Regency Enterprises,John Carpenter,6.0,21007
3000000.0,tt0093777,8.587231,1987-10-23,1987,14182492.0,101.0,Prince of Darkness,4.727497333333333,1.0,Horror,Universal Pictures,John Carpenter,6.7,33807
50000000.0,tt0109254,11.787784,1994-05-24,1994,119208989.0,104.0,Beverly Hills Cop III,2.38417978,1.0,Action,Paramount Pictures,John Landis,5.6,72098
27000000.0,tt0080455,10.076901,1980-06-17,1980,115229890.0,133.0,The Blues Brothers,4.267773703703703,1.0,Music,Universal Pictures,John Landis,7.9,171226
10000000.0,tt0082010,13.390801999999999,1981-08-21,1981,31973249.0,97.0,An American Werewolf in London,3.1973249,1.0,Horror,Universal Pictures,John Landis,7.5,85034
28000000.0,tt0118747,13.162168,1998-02-05,1998,14051384.0,123.0,Blues Brothers 2000,0.5018351428571428,0.0,Music,Universal Pictures,John Landis,4.9,30224
40600000.0,tt0086465,14.285051999999999,1983-06-07,1983,90400000.0,116.0,Trading Places,2.226600985221675,1.0,Comedy,Paramount Pictures,John Landis,7.5,125879
2700000.0,tt0077975,7.5253820000000005,1978-07-27,1978,141000000.0,109.0,Animal House,52.22222222222222,1.0,Comedy,Universal Pictures,John Landis,7.5,106676
39000000.0,tt0094898,7.830087,1988-06-28,1988,288752301.0,116.0,Coming to America,7.4039051538461536,1.0,Comedy,Paramount Pictures,John Landis,7.0,150814
35000000.0,tt0102603,6.137796,1991-04-26,1991,23562716.0,109.0,Oscar,0.6732204571428572,0.0,Action,Touchstone Pictures,John Landis,6.5,28158
13000000.0,tt0106452,6.559692999999999,1993-06-09,1993,428868.0,87.0,Body Snatchers,0.032989846153846154,0.0,Horror,Warner Bros.,Abel Ferrara,5.9,15773
1000000.0,tt0099939,11.230031,1990-07-18,1990,2554476.0,103.0,King of New York,2.554476,1.0,Thriller,The Rank Organisation,Abel Ferrara,7.0,28600
1000000.0,tt0103759,6.4170370000000005,1992-09-16,1992,2019469.0,96.0,Bad Lieutenant,2.019469,1.0,Crime,Bad Lt. Productions,Abel Ferrara,7.1,35738
22000000.0,tt0106489,6.115628,1993-09-14,1993,17287898.0,121.0,A Bronx Tale,0.7858135454545454,0.0,Drama,HBO Films,Robert De Niro,7.8,119425
85000000.0,tt0343737,11.057536,2006-12-11,2006,59908565.0,167.0,The Good Shepherd,0.7048066470588236,0.0,Drama,Universal Pictures,Robert De Niro,6.7,95384
30000000.0,tt0106519,8.698509,1993-11-10,1993,36516012.0,144.0,Carlito's Way,1.2172004,1.0,Action,Universal Pictures,Brian De Palma,7.9,189018
80000000.0,tt0117060,15.793477,1996-05-22,1996,457696359.0,110.0,Mission: Impossible,5.7212044875,1.0,Adventure,Paramount Pictures,Brian De Palma,7.1,366254
1800000.0,tt0074285,9.277692,1976-11-03,1976,33800000.0,98.0,Carrie,18.77777777777778,1.0,Horror,United Artists,Brian De Palma,7.4,157196
73000000.0,tt0120832,11.604533,1998-08-07,1998,103891409.0,98.0,Snake Eyes,1.4231699863013698,1.0,Crime,Paramount Pictures,Brian De Palma,6.0,72607
25000000.0,tt0094226,11.062203,1987-06-02,1987,76270454.0,119.0,The Untouchables,3.05081816,1.0,Crime,Paramount Pictures,Brian De Palma,7.9,261662
47000000.0,tt0099165,5.507082,1990-12-21,1990,15691192.0,125.0,The Bonfire of the Vanities,0.3338551489361702,0.0,Comedy,Warner Bros.,Brian De Palma,5.6,20554
90000000.0,tt0183523,9.021107,2000-03-10,2000,60874615.0,114.0,Mission to Mars,0.6763846111111111,0.0,Science Fiction,Spyglass Entertainment,Brian De Palma,5.7,67897
25000000.0,tt0086250,11.299673,1983-12-08,1983,65884703.0,170.0,Scarface,2.63538812,1.0,Action,Universal Pictures,Brian De Palma,8.3,683474
22500000.0,tt0097027,7.435688000000001,1989-08-18,1989,18671317.0,113.0,Casualties of War,0.8298363111111111,0.0,Drama,Columbia Pictures Corporation,Brian De Palma,7.1,38828
6500000.0,tt0080661,9.3806,1980-06-25,1980,31899000.0,105.0,Dressed to Kill,4.907538461538461,1.0,Horror,Filmways Pictures,Brian De Palma,7.1,31807
18000000.0,tt0082085,7.536295,1981-07-24,1981,12000000.0,108.0,Blow Out,0.6666666666666666,0.0,Drama,Cinema 77,Brian De Palma,7.4,39224
35000000.0,tt0280665,6.426438,2002-11-06,2002,16838910.0,114.0,Femme Fatale,0.4811117142857143,0.0,Thriller,Epsilon Motion Pictures,Brian De Palma,6.2,32192
10000000.0,tt0086984,9.836894000000001,1984-10-25,1984,8801940.0,114.0,Body Double,0.880194,0.0,Crime,Columbia Pictures Corporation,Brian De Palma,6.8,26199
50000000.0,tt0387877,6.506572,2006-09-15,2006,49111202.0,121.0,The Black Dahlia,0.98222404,0.0,Drama,Universal Pictures,Brian De Palma,5.6,69163
40000000.0,tt0109456,14.228963,1994-08-19,1994,19726050.0,121.0,Color of Night,0.49315125,0.0,Drama,Hollywood Pictures,Richard Rush,5.2,21712
57000000.0,tt0106697,11.626116,1993-10-08,1993,159055768.0,115.0,Demolition Man,2.7904520701754385,1.0,Crime,Silver Pictures,Marco Brambilla,6.7,148839
42000000.0,tt0106918,9.678367,1993-06-30,1993,270248367.0,154.0,The Firm,6.434484928571429,1.0,Drama,Paramount Pictures,Sydney Pollack,6.8,109102
31000000.0,tt0089755,14.004074,1985-12-20,1985,128499205.0,161.0,Out of Africa,4.14513564516129,1.0,Drama,Universal Pictures,Sydney Pollack,7.2,66466
21000000.0,tt0084805,8.451188,1982-12-16,1982,177200000.0,116.0,Tootsie,8.438095238095238,1.0,Comedy,Columbia Pictures Corporation,Sydney Pollack,7.4,91310
80000000.0,tt0373926,12.047671000000001,2005-04-08,2005,162944923.0,128.0,The Interpreter,2.0368115375,1.0,Crime,Universal Pictures,Sydney Pollack,6.4,94131
20000000.0,tt0106965,5.990572,1993-07-16,1993,153698625.0,112.0,Free Willy,7.68493125,1.0,Family,Canal Plus,Simon Wincer,5.9,64348
45000000.0,tt0117331,8.079541,1996-06-06,1996,17300889.0,100.0,The Phantom,0.3844642,0.0,Adventure,Paramount Pictures,Simon Wincer,4.9,30975
21150000.0,tt0231402,6.640385,2001-04-12,2001,39438674.0,92.0,Crocodile Dundee in Los Angeles,1.864712718676123,1.0,Adventure,Bungalow Productions,Simon Wincer,4.8,22579
44000000.0,tt0106977,10.089369999999999,1993-08-06,1993,368875760.0,130.0,The Fugitive,8.38354,1.0,Adventure,Warner Bros.,Andrew Davis,7.8,250579
50000000.0,tt0115857,15.874491,1996-08-02,1996,60209334.0,107.0,Chain Reaction,1.20418668,1.0,Action,Twentieth Century Fox Film Corporation,Andrew Davis,5.7,46061
35000000.0,tt0105690,9.918269,1992-10-08,1992,156563139.0,103.0,Under Siege,4.473232542857143,1.0,Action,Regency Enterprises,Andrew Davis,6.5,72177
60000000.0,tt0120787,9.430812,1998-06-05,1998,128038368.0,107.0,A Perfect Murder,2.1339728,1.0,Crime,Kopelson Entertainment,Andrew Davis,6.5,74793
7500000.0,tt0094602,5.283245,1988-04-08,1988,18869631.0,99.0,Above the Law,2.5159508,1.0,Action,Warner Bros.,Andrew Davis,6.0,26971
85000000.0,tt0233469,10.175502999999999,2002-02-06,2002,78382433.0,108.0,Collateral Damage,0.9221462705882353,0.0,Action,David Foster Productions,Andrew Davis,5.5,69525
70000000.0,tt0406816,10.031817,2006-09-28,2006,55011732.0,139.0,The Guardian,0.7858818857142857,0.0,Action,Contrafilm,Andrew Davis,6.9,84223
25000000.0,tt0107144,13.482370999999999,1993-05-21,1993,133752825.0,86.0,Hot Shots! Part Deux,5.350113,1.0,Action,Twentieth Century Fox Film Corporation,Jim Abrahams,6.6,79766
26000000.0,tt0102059,11.026793,1991-07-31,1991,181096164.0,84.0,Hot Shots!,6.965237076923077,1.0,Action,Twentieth Century Fox Film Corporation,Jim Abrahams,6.8,93510
13000000.0,tt0107207,7.405895,1993-12-12,1993,65796862.0,133.0,In the Name of the Father,5.0612970769230765,1.0,Drama,Universal Pictures,Jim Sheridan,8.1,145147
645180.0,tt0097937,5.841931,1989-07-21,1989,14743391.0,103.0,My Left Foot: The Story of Christy Brown,22.85159335379274,1.0,Drama,Ferndale Films,Jim Sheridan,7.9,62629
40000000.0,tt0430308,9.820229,2005-11-09,2005,46442528.0,117.0,Get Rich or Die Tryin',1.1610632,1.0,Drama,Paramount Pictures,Jim Sheridan,5.3,42164
26000000.0,tt0765010,9.108917,2009-01-27,2009,43318349.0,104.0,Brothers,1.666090346153846,1.0,Drama,Lionsgate,Jim Sheridan,7.1,105244
63000000.0,tt0107290,8.863776,1993-06-11,1993,920100000.0,127.0,Jurassic Park,14.604761904761904,1.0,Adventure,Universal Pictures,Steven Spielberg,8.1,803729
22000000.0,tt0108052,41.725122999999996,1993-11-29,1993,321365567.0,195.0,Schindler's List,14.607525772727273,1.0,Drama,Universal Pictures,Steven Spielberg,8.9,1121993
10500000.0,tt0083866,19.358546,1982-04-03,1982,792965326.0,115.0,E.T. the Extra-Terrestrial,75.52050723809523,1.0,Science Fiction,Universal Pictures,Steven Spielberg,7.8,345524
18000000.0,tt0082971,19.901576000000002,1981-06-12,1981,389925971.0,115.0,Raiders of the Lost Ark,21.662553944444443,1.0,Adventure,Lucasfilm,Steven Spielberg,8.4,831631
48000000.0,tt0097576,14.788986999999999,1989-05-24,1989,474171806.0,127.0,Indiana Jones and the Last Crusade,9.878579291666666,1.0,Adventure,Lucasfilm,Steven Spielberg,8.2,649608
7000000.0,tt0073195,19.726114000000003,1975-06-18,1975,470654000.0,124.0,Jaws,67.23628571428571,1.0,Horror,Universal Pictures,Steven Spielberg,8.0,519779
73000000.0,tt0119567,0.7881229999999999,1997-05-23,1997,229074524.0,129.0,The Lost World: Jurassic Park,3.1380071780821917,1.0,Adventure,Universal Pictures,Steven Spielberg,6.6,354326
36000000.0,tt0118607,2.263584,1997-12-03,1997,74000000.0,155.0,Amistad,2.0555555555555554,1.0,Drama,DreamWorks SKG,Steven Spielberg,7.3,67235
70000000.0,tt0120815,21.758054,1998-07-24,1998,481840909.0,169.0,Saving Private Ryan,6.8834415571428575,1.0,Drama,Paramount Pictures,Steven Spielberg,8.6,1145485
28000000.0,tt0087469,15.802306,1984-05-23,1984,333000000.0,118.0,Indiana Jones and the Temple of Doom,11.892857142857142,1.0,Adventure,Lucasfilm,Steven Spielberg,7.6,416796
15000000.0,tt0088939,11.573561999999999,1985-12-18,1985,146292009.0,154.0,The Color Purple,9.7528006,1.0,Drama,Amblin Entertainment,Steven Spielberg,7.8,72948
20000000.0,tt0075860,10.610446000000001,1977-11-16,1977,303788635.0,135.0,Close Encounters of the Third Kind,15.18943175,1.0,Science Fiction,Columbia Pictures Corporation,Steven Spielberg,7.6,171513
70000000.0,tt0102057,14.508137,1991-12-11,1991,300854823.0,144.0,Hook,4.297926042857143,1.0,Adventure,Amblin Entertainment,Steven Spielberg,6.8,218903
35000000.0,tt0092965,10.220906,1987-12-09,1987,22238696.0,153.0,Empire of the Sun,0.6353913142857143,0.0,Drama,Amblin Entertainment,Steven Spielberg,7.8,108042
100000000.0,tt0212720,13.249364000000002,2001-06-29,2001,235926552.0,146.0,A.I. Artificial Intelligence,2.35926552,1.0,Drama,DreamWorks SKG,Steven Spielberg,7.2,278756
31000000.0,tt0096794,5.443097,1989-12-22,1989,74134790.0,122.0,Always,2.3914448387096776,1.0,Fantasy,Universal Pictures,Steven Spielberg,6.4,26505
102000000.0,tt0181689,20.666063,2002-06-20,2002,358372926.0,145.0,Minority Report,3.5134600588235294,1.0,Action,DreamWorks SKG,Steven Spielberg,7.6,479177
52000000.0,tt0264464,19.833077,2002-12-25,2002,352114312.0,141.0,Catch Me If You Can,6.771429076923077,1.0,Drama,Kemp Company,Steven Spielberg,8.1,746689
35000000.0,tt0078723,7.812378999999999,1979-12-13,1979,31755742.0,113.0,1941,0.9073069142857143,0.0,Action,Columbia Pictures,Steven Spielberg,5.8,29752
60000000.0,tt0362227,14.092373,2004-06-17,2004,219417255.0,128.0,The Terminal,3.65695425,1.0,Comedy,DreamWorks SKG,Steven Spielberg,7.3,374867
132000000.0,tt0407304,19.929377,2005-06-28,2005,591739379.0,116.0,War of the Worlds,4.482874083333333,1.0,Adventure,Paramount Pictures,Steven Spielberg,6.5,395272
70000000.0,tt0408306,9.668761,2005-12-22,2005,130358911.0,164.0,Munich,1.862270157142857,1.0,Drama,DreamWorks SKG,Steven Spielberg,7.5,201588
185000000.0,tt0367882,12.577266,2008-05-21,2008,786636033.0,122.0,Indiana Jones and the Kingdom of the Crystal Skull,4.252086664864865,1.0,Adventure,Lucasfilm,Steven Spielberg,6.1,401488
