budget,imdb_id,popularity,release_date,startYear,revenue,runtime,title,status,New_status,Genre,Production_Company,Director,averageRating,numVotes
10700000.0,tt0084516,11.776326,1982-06-04,1982,122200000.0,114.0,Poltergeist,11.42056074766355,1.0,Horror,SLM Production Group,Tobe Hooper,7.3,132923
4700000.0,tt0092076,9.501011,1986-08-22,1986,8025872.0,101.0,The Texas Chainsaw Massacre 2,1.707632340425532,1.0,Horror,Cannon Films,Tobe Hooper,5.6,25640
19000000.0,tt0091778,6.701138,1986-05-23,1986,40996665.0,91.0,Poltergeist II: The Other Side,2.1577192105263157,1.0,Horror,Metro-Goldwyn-Mayer (MGM),Brian Gibson,5.7,23401
10500000.0,tt0095889,7.9776929999999995,1988-06-10,1988,14144000.0,98.0,Poltergeist III,1.347047619047619,1.0,Horror,Metro-Goldwyn-Mayer (MGM),Gary Sherman,4.7,15928
14000000.0,tt0076009,8.266983999999999,1977-06-17,1977,30749142.0,118.0,Exorcist II: The Heretic,2.1963672857142855,1.0,Horror,Warner Bros.,John Boorman,3.8,20337
2000000.0,tt0068473,8.476681,1972-07-30,1972,46122355.0,109.0,Deliverance,23.0611775,1.0,Drama,Warner Bros.,John Boorman,7.7,93200
11000000.0,tt0082348,8.800455,1981-04-10,1981,34967437.0,140.0,Excalibur,3.178857909090909,1.0,Fantasy,Orion Pictures,John Boorman,7.4,54516
92620000.0,tt0017136,14.487867000000001,1927-01-10,1927,650422.0,153.0,Metropolis,0.007022478946231915,0.0,Drama,Paramount Pictures,Fritz Lang,8.3,148644
5000000.0,tt0069113,10.341849,1972-12-01,1972,84563118.0,117.0,The Poseidon Adventure,16.9126236,1.0,Action,Twentieth Century Fox Film Corporation,Ronald Neame,7.1,38522
14000000.0,tt0094947,11.46781,1988-12-16,1988,34670720.0,119.0,Dangerous Liaisons,2.47648,1.0,Drama,Lorimar Film Entertainment,Stephen Frears,7.6,61056
30000000.0,tt0146882,8.524956,2000-03-17,2000,47126295.0,113.0,High Fidelity,1.5708765,1.0,Comedy,Buena Vista,Stephen Frears,7.5,160484
15000000.0,tt0436697,7.904371,2006-09-15,2006,123384128.0,103.0,The Queen,8.225608533333334,1.0,Drama,BIM Distribuzione,Stephen Frears,7.3,99384
62000000.0,tt0119558,10.618141,1997-09-27,1997,1060056.0,137.0,Lolita,0.017097677419354838,0.0,Drama,Pathé,Adrian Lyne,6.9,48256
38000000.0,tt0107211,7.118123,1993-04-07,1993,266614059.0,117.0,Indecent Proposal,7.0161594473684215,1.0,Drama,Paramount Pictures,Adrian Lyne,5.9,58288
4000000.0,tt0085549,9.888958,1983-04-14,1983,92921203.0,95.0,Flashdance,23.23030075,1.0,Drama,Paramount Pictures,Adrian Lyne,6.2,43899
14000000.0,tt0093010,14.260779000000001,1987-09-11,1987,320145693.0,119.0,Fatal Attraction,22.8675495,1.0,Romance,Paramount Pictures,Adrian Lyne,6.9,69652
25000000.0,tt0099871,8.176863,1990-11-02,1990,25965144.0,113.0,Jacob's Ladder,1.03860576,1.0,Drama,TriStar Pictures,Adrian Lyne,7.5,92873
17000000.0,tt0091635,6.706262,1986-02-14,1986,6735922.0,117.0,Nine 1/2 Weeks,0.39623070588235293,0.0,Drama,Metro-Goldwyn-Mayer (MGM),Adrian Lyne,6.0,35201
50000000.0,tt0250797,8.96839,2002-05-10,2002,119137784.0,124.0,Unfaithful,2.38275568,1.0,Thriller,Regency Enterprises,Adrian Lyne,6.7,75111
15000000.0,tt0134619,11.054751,1998-07-24,1998,17507368.0,84.0,Disturbing Behavior,1.1671578666666667,1.0,Mystery,Village Roadshow Pictures,David Nutter,5.6,19938
20000000.0,tt0078869,7.499388000000001,1979-12-18,1979,35841901.0,98.0,The Black Hole,1.79209505,1.0,Adventure,Walt Disney Productions,Gary Nelson,6.0,21618
28000000.0,tt0107120,10.390708,1993-07-16,1993,39514713.0,96.0,Hocus Pocus,1.41123975,1.0,Comedy,Walt Disney Pictures,Kenny Ortega,6.8,88248
25000000.0,tt0089908,6.523262,1985-06-21,1985,11137801.0,109.0,Return to Oz,0.44551204,0.0,Adventure,Silver Screen Partners II,Walter Murch,6.7,22975
6000000.0,tt0053285,14.276169,1959-01-28,1959,51000000.0,75.0,Sleeping Beauty,8.5,1.0,Fantasy,Walt Disney Productions,Clyde Geronimi,7.2,126078
17000000.0,tt0084827,16.574021,1982-07-09,1982,33000000.0,96.0,Tron,1.9411764705882353,1.0,Science Fiction,Walt Disney Pictures,Steven Lisberger,6.8,107845
4000000.0,tt0077869,7.914795,1978-11-15,1978,30471420.0,132.0,The Lord of the Rings,7.617855,1.0,Fantasy,United Artists,Ralph Bakshi,6.2,28050
30000000.0,tt0104009,11.781895,1992-07-10,1992,14110589.0,102.0,Cool World,0.47035296666666665,0.0,Animation,Paramount Pictures,Ralph Bakshi,4.9,19563
10000000.0,tt0085407,11.194448,1983-10-21,1983,20766616.0,103.0,The Dead Zone,2.0766616,1.0,Horror,Paramount Pictures,David Cronenberg,7.2,56258
15000000.0,tt0091064,13.534589000000002,1986-08-15,1986,60629159.0,96.0,The Fly,4.041943933333333,1.0,Horror,SLM Production Group,David Cronenberg,7.5,148758
13000000.0,tt0094964,5.532019999999999,1988-09-23,1988,8038508.0,115.0,Dead Ringers,0.6183467692307693,0.0,Drama,Téléfilm Canada,David Cronenberg,7.3,37523
15000000.0,tt0120907,11.446138000000001,1999-04-14,1999,2856712.0,97.0,eXistenZ,0.19044746666666668,0.0,Action,Alliance Atlantis Communications,David Cronenberg,6.8,89118
4100000.0,tt0081455,10.574038999999999,1981-01-14,1981,14225876.0,103.0,Scanners,3.4697258536585367,1.0,Horror,AVCO Embassy Pictures,David Cronenberg,6.8,44282
5952000.0,tt0086541,7.9450389999999995,1983-02-04,1983,2120439.0,87.0,Videodrome,0.35625655241935483,0.0,Horror,Universal Pictures,David Cronenberg,7.3,76962
32000000.0,tt0399146,11.119707,2005-09-23,2005,60740827.0,96.0,A History of Violence,1.89815084375,1.0,Drama,New Line Cinema,David Cronenberg,7.4,214103
51500000.0,tt0765443,9.897909,2007-09-14,2007,55112356.0,100.0,Eastern Promises,1.0701428349514563,1.0,Thriller,BBC Films,David Cronenberg,7.6,217610
10000000.0,tt0091499,6.614078,1986-07-25,1986,7433663.0,97.0,Maximum Overdrive,0.7433663,0.0,Action,De Laurentiis Entertainment Group (DEG),Stephen King,5.5,28300
5000000.0,tt0085382,7.065625999999999,1983-08-10,1983,21200000.0,91.0,Cujo,4.24,1.0,Horror,TAFT Entertainment Pictures,Lewis Teague,6.1,36098
25000000.0,tt0089370,10.571841000000001,1985-12-04,1985,96773200.0,106.0,The Jewel of the Nile,3.870928,1.0,Action,Twentieth Century Fox Film Corporation,Lewis Teague,6.1,47633
800000.0,tt0087050,11.846960000000001,1984-03-09,1984,14000000.0,93.0,Children of the Corn,17.5,1.0,Drama,Hal Roach Studios,Fritz Kiersch,5.7,44344
26000000.0,tt0120631,13.309701,1998-07-31,1998,65705772.0,121.0,Ever After: A Cinderella Story,2.5271450769230768,1.0,Drama,Twentieth Century Fox Film Corporation,Andy Tennant,7.0,65963
30000000.0,tt0256415,8.587129,2002-09-26,2002,180622424.0,108.0,Sweet Home Alabama,6.020747466666666,1.0,Comedy,Touchstone Pictures,Andy Tennant,6.2,97228
70000000.0,tt0386588,13.350760000000001,2005-02-10,2005,368100420.0,118.0,Hitch,5.258577428571429,1.0,Comedy,Columbia Pictures Corporation,Andy Tennant,6.6,282723
70000000.0,tt0770752,9.4548,2008-02-07,2008,111231041.0,112.0,Fool's Gold,1.5890148714285715,1.0,Romance,De Line Pictures,Andy Tennant,5.7,69668
1000000.0,tt0078480,5.602126,1978-10-14,1978,3713768.0,88.0,Watership Down,3.713768,1.0,Adventure,AVCO Embassy Pictures,Martin Rosen,7.6,31698
7000000.0,tt0084649,10.812275,1982-06-17,1982,14665733.0,82.0,The Secret of NIMH,2.095104714285714,1.0,Fantasy,United Artists,Don Bluth,7.6,34051
9000000.0,tt0090633,11.928545,1986-11-21,1986,84542002.0,80.0,An American Tail,9.393555777777777,1.0,Drama,Universal Pictures,Don Bluth,6.9,45993
12300000.0,tt0095489,13.631352,1988-11-18,1988,84460846.0,69.0,The Land Before Time,6.866735447154472,1.0,Animation,Lucasfilm,Don Bluth,7.4,75045
5000000.0,tt0080801,10.973482,1980-09-10,1980,60000000.0,109.0,The Gods Must Be Crazy,12.0,1.0,Action,CAT Films,Jamie Uys,7.3,49947
60000000.0,tt0118661,9.562953,1998-08-13,1998,48585416.0,89.0,The Avengers,0.8097569333333333,0.0,Thriller,Jerry Weintraub Productions,Jeremiah S. Chechik,3.8,39431
27000000.0,tt0097958,9.802574,1989-12-01,1989,71320000.0,97.0,National Lampoon's Christmas Vacation,2.6414814814814815,1.0,Comedy,Hughes Entertainment,Jeremiah S. Chechik,7.6,136244
32000000.0,tt0100240,6.658994,1990-10-24,1990,16283667.0,89.0,The Neverending Story II: The Next Chapter,0.50886459375,0.0,Drama,Bavaria Film,George Miller,5.2,23011
45000000.0,tt0120611,15.043454,1998-08-21,1998,131183530.0,120.0,Blade,2.9151895555555556,1.0,Horror,New Line Cinema,Stephen Norrington,7.1,232037
78000000.0,tt0311429,10.488764999999999,2003-07-11,2003,179265204.0,110.0,The League of Extraordinary Gentlemen,2.2982718461538463,1.0,Fantasy,Twentieth Century Fox Film Corporation,Stephen Norrington,5.8,159945
13000000.0,tt0120577,8.736869,1998-08-28,1998,16757163.0,106.0,54,1.2890125384615385,1.0,Music,Redeemable Features,Mark Christopher,5.9,30526
12000000.0,tt0128442,8.783453999999999,1998-09-11,1998,22921898.0,121.0,Rounders,1.9101581666666667,1.0,Drama,Miramax Films,John Dahl,7.3,136218
23000000.0,tt0206314,10.337689,2001-10-05,2001,36642838.0,97.0,Joy Ride,1.5931668695652175,1.0,Mystery,Regency Enterprises,John Dahl,6.6,61272
250000.0,tt0123755,12.095263000000001,1997-09-09,1997,501818.0,90.0,Cube,2.007272,1.0,Thriller,Téléfilm Canada,Vincenzo Natali,7.2,197453
33000000.0,tt0120812,11.840557,1998-09-18,1998,244386864.0,98.0,Rush Hour,7.405662545454545,1.0,Action,New Line Cinema,Brett Ratner,7.0,225086
90000000.0,tt0266915,8.345985,2001-08-03,2001,347325802.0,90.0,Rush Hour 2,3.8591755777777776,1.0,Action,New Line Cinema,Brett Ratner,6.6,189278
78000000.0,tt0289765,2.968157,2002-09-29,2002,209196298.0,124.0,Red Dragon,2.6820038205128207,1.0,Crime,Universal Pictures,Brett Ratner,7.2,235748
60000000.0,tt0367479,11.945666000000001,2004-11-12,2004,61347797.0,97.0,After the Sunset,1.0224632833333334,1.0,Action,New Line Cinema,Brett Ratner,6.3,42906
210000000.0,tt0376994,0.867943,2006-05-24,2006,459359555.0,104.0,X-Men: The Last Stand,2.1874264523809526,1.0,Adventure,Ingenious Film Partners,Brett Ratner,6.7,462303
140000000.0,tt0293564,9.718111,2007-08-08,2007,258022233.0,91.0,Rush Hour 3,1.84301595,1.0,Action,New Line Cinema,Brett Ratner,6.2,144727
75000000.0,tt0471042,7.762917,2011-11-02,2011,152930623.0,104.0,Tower Heist,2.0390749733333333,1.0,Action,Universal Pictures,Brett Ratner,6.2,127102
14000000.0,tt0146336,6.0814010000000005,1998-09-25,1998,72527595.0,99.0,Urban Legend,5.1805425,1.0,Horror,Original Film,Jamie Blanks,5.6,56540
8000000.0,tt0105151,6.230854,1992-04-03,1992,21706101.0,124.0,The Player,2.713262625,1.0,Comedy,Fine Line Features,Robert Altman,7.5,50606
19800000.0,tt0280707,14.101101000000002,2001-11-07,2001,87754044.0,137.0,Gosford Park,4.432022424242424,1.0,Drama,USA Films,Robert Altman,7.2,75266
3500000.0,tt0066026,7.7013490000000004,1970-01-24,1970,81600000.0,116.0,M*A*S*H,23.314285714285713,1.0,Comedy,Twentieth Century Fox Film Corporation,Robert Altman,7.5,64324
17000000.0,tt0120770,12.480685000000001,1998-10-01,1998,30331165.0,81.0,A Night at the Roxbury,1.7841861764705882,1.0,Comedy,Paramount Pictures,John Fortenberry,6.3,54157
85000000.0,tt0120889,11.218378,1998-10-02,1998,71485043.0,113.0,What Dreams May Come,0.841000505882353,0.0,Drama,PolyGram Filmed Entertainment,Vincent Ward,7.0,97366
11000000.0,tt0104952,7.922216000000001,1992-03-13,1992,64088552.0,120.0,My Cousin Vinny,5.826232,1.0,Comedy,Twentieth Century Fox Film Corporation,Jonathan Lynn,7.6,98897
15000000.0,tt0088930,7.720008999999999,1985-12-13,1985,14643997.0,94.0,Clue,0.9762664666666667,0.0,Comedy,Paramount Pictures,Jonathan Lynn,7.3,72419
41300000.0,tt0190138,12.061521,2000-02-18,2000,106371651.0,98.0,The Whole Nine Yards,2.575584769975787,1.0,Comedy,Franchise Pictures,Jonathan Lynn,6.7,104939
25000000.0,tt0144120,13.018491000000001,1998-10-16,1998,50671850.0,89.0,Bride of Chucky,2.026874,1.0,Horror,Universal Pictures,Ronny Yu,5.4,49565
30000000.0,tt0329101,14.015739000000002,2003-08-15,2003,114908830.0,97.0,Freddy vs. Jason,3.8302943333333332,1.0,Horror,New Line Cinema,Ronny Yu,5.7,105728
75000000.0,tt0120791,7.757795,1998-10-16,1998,46683377.0,104.0,Practical Magic,0.6224450266666667,0.0,Drama,Village Roadshow Pictures,Griffin Dunne,6.3,67710
3000000.0,tt0147612,5.493697,1998-10-16,1998,2807390.0,139.0,Happiness,0.9357966666666667,0.0,Comedy,Killer Films,Todd Solondz,7.7,63499
20000000.0,tt0118799,39.39497,1997-12-20,1997,229400000.0,116.0,Life Is Beautiful,11.47,1.0,Comedy,Miramax Films,Roberto Benigni,8.6,571744
40000000.0,tt0255477,6.463613,2002-12-25,2002,41323171.0,108.0,Pinocchio,1.033079275,1.0,Comedy,Miramax Films,Roberto Benigni,4.3,7330
20000000.0,tt0120586,18.157166,1998-10-30,1998,23875127.0,119.0,American History X,1.19375635,1.0,Drama,New Line Cinema,Tony Kaye,8.5,975171
30000000.0,tt0127536,7.566321,1998-09-13,1998,82150642.0,124.0,Elizabeth,2.7383547333333333,1.0,Drama,Channel Four Films,Shekhar Kapur,7.4,87446
35000000.0,tt0240510,6.894153,2002-09-08,2002,29882645.0,132.0,The Four Feathers,0.8537898571428572,0.0,War,Paramount Pictures,Shekhar Kapur,6.5,31438
55000000.0,tt0414055,7.608242999999999,2007-09-09,2007,74237563.0,114.0,Elizabeth: The Golden Age,1.3497738727272728,1.0,Drama,Universal Pictures,Shekhar Kapur,6.8,63517
90000000.0,tt0119643,14.026744,1998-11-12,1998,142940100.0,178.0,Meet Joe Black,1.5882233333333333,1.0,Fantasy,Universal Pictures,Martin Brest,7.2,200147
30000000.0,tt0095631,5.564321,1988-07-20,1988,38413606.0,126.0,Midnight Run,1.2804535333333333,1.0,Adventure,Universal Pictures,Martin Brest,7.5,66393
31000000.0,tt0105323,14.505987,1992-12-23,1992,134095253.0,157.0,Scent of a Woman,4.325653322580645,1.0,Drama,Universal Pictures,Martin Brest,8.0,239233
15000000.0,tt0086960,8.503483000000001,1984-11-29,1984,316360478.0,105.0,Beverly Hills Cop,21.090698533333335,1.0,Action,Paramount Pictures,Martin Brest,7.3,152119
54000000.0,tt0299930,11.415316,2003-08-01,2003,7266209.0,121.0,Gigli,0.13455942592592593,0.0,Drama,City Light Films,Martin Brest,2.5,44967
9000000.0,tt0089941,15.236541,1985-11-15,1985,7936012.0,111.0,Runaway Train,0.8817791111111111,0.0,Action,Cannon Group,Andrey Konchalovskiy,7.2,24903
2900000.0,tt0140888,4.919716,1998-01-16,1998,5596708.0,113.0,Central Station,1.9298993103448276,1.0,Drama,MACT Productions,Walter Salles,7.9,33420
30000000.0,tt0382628,6.53565,2005-06-27,2005,25473093.0,105.0,Dark Water,0.8491031,0.0,Drama,Vertigo Entertainment,Walter Salles,5.6,57957
25000000.0,tt0337692,7.323283,2012-05-22,2012,8784318.0,137.0,On the Road,0.35137272,0.0,Adventure,American Zoetrope,Walter Salles,6.1,38343
23000000.0,tt0074751,5.810716,1976-09-08,1976,90614445.0,134.0,King Kong,3.9397584782608694,1.0,Adventure,Paramount Pictures,John Guillermin,5.9,28061
14000000.0,tt0072308,7.469056,1974-12-14,1974,116000000.0,159.0,The Towering Inferno,8.285714285714286,1.0,Action,Twentieth Century Fox Film Corporation,John Guillermin,6.9,36505
7920000.0,tt0077413,11.162277,1978-10-06,1978,14560084.0,140.0,Death on the Nile,1.8383944444444444,1.0,Mystery,EMI Films Ltd.,John Guillermin,7.3,25473
8000000.0,tt0089155,6.0404860000000005,1985-05-31,1985,59612888.0,98.0,Fletch,7.451611,1.0,Comedy,Universal Pictures,Michael Ritchie,6.9,44789
25000000.0,tt0091129,8.236472000000001,1986-12-12,1986,79817939.0,94.0,The Golden Child,3.19271756,1.0,Action,Paramount Pictures,Michael Ritchie,6.0,48217
10000000.0,tt0091541,7.054864,1986-03-15,1986,54999651.0,91.0,The Money Pit,5.4999651,1.0,Comedy,Universal Pictures,Richard Benjamin,6.4,47149
31000000.0,tt0100140,5.55237,1990-12-14,1990,35419397.0,110.0,Mermaids,1.142561193548387,1.0,Comedy,Orion Pictures,Richard Benjamin,6.7,26854
20000000.0,tt0095687,6.493525,1988-12-09,1988,13854000.0,108.0,My Stepmother is an Alien,0.6927,0.0,Comedy,Weintraub Entertainment Group,Richard Benjamin,5.3,23950
30000000.0,tt0090264,12.840798,1985-05-24,1985,152427960.0,131.0,A View to a Kill,5.080932,1.0,Adventure,Eon Productions,John Glen,6.4,82032
28000000.0,tt0082398,9.765122999999999,1981-06-23,1981,195312802.0,127.0,For Your Eyes Only,6.975457214285714,1.0,Adventure,United Artists,John Glen,6.8,85565
32000000.0,tt0097742,11.137888,1989-07-07,1989,156167015.0,133.0,Licence to Kill,4.88021921875,1.0,Adventure,Eon Productions,John Glen,6.6,87983
40000000.0,tt0093428,12.189038,1987-06-29,1987,191185897.0,130.0,The Living Daylights,4.779647425,1.0,Action,United Artists,John Glen,6.7,82600
27500000.0,tt0086034,10.619302000000001,1983-06-05,1983,187500000.0,131.0,Octopussy,6.818181818181818,1.0,Adventure,Eon Productions,John Glen,6.6,88572
90000000.0,tt0120595,6.229629,1998-11-25,1998,69131860.0,92.0,Babe: Pig in the City,0.7681317777777777,0.0,Adventure,Kennedy Miller Productions,George Miller,5.7,30072
400000.0,tt0079501,11.412619,1979-04-12,1979,100000000.0,93.0,Mad Max,250.0,1.0,Adventure,Kennedy Miller Productions,George Miller,6.9,180447
2000000.0,tt0082694,11.189831,1981-12-24,1981,24600832.0,95.0,Mad Max 2: The Road Warrior,12.300416,1.0,Adventure,Kennedy Miller Productions,George Miller,7.6,157789
30000000.0,tt0124198,10.432293,1998-09-11,1998,9898412.0,100.0,Very Bad Things,0.3299470666666667,0.0,Comedy,Initial Entertainment Group (IEG),Peter Berg,6.4,43468
85000000.0,tt0327850,8.304835,2003-09-26,2003,80916492.0,104.0,The Rundown,0.9519587294117647,0.0,Adventure,Columbia Pictures,Peter Berg,6.7,97220
30000000.0,tt0390022,13.041943,2004-10-08,2004,61255921.0,118.0,Friday Night Lights,2.0418640333333333,1.0,Drama,Universal Studios,Peter Berg,7.2,55320
70000000.0,tt0431197,13.842332999999998,2007-08-22,2007,86658558.0,110.0,The Kingdom,1.2379794,1.0,Thriller,Universal Pictures,Peter Berg,7.0,113666
150000000.0,tt0448157,11.017324,2008-07-01,2008,624029371.0,92.0,Hancock,4.160195806666667,1.0,Fantasy,Columbia Pictures,Peter Berg,6.4,421499
25000000.0,tt0138097,13.813154999999998,1998-12-11,1998,289317794.0,122.0,Shakespeare in Love,11.57271176,1.0,Romance,Miramax Films,John Madden,7.1,204439
57000000.0,tt0238112,9.243715,2001-08-17,2001,62112895.0,131.0,Captain Corelli's Mandolin,1.0896999122807018,1.0,Drama,Miramax Films,John Madden,5.9,31698
20000000.0,tt0377107,7.9839020000000005,2005-09-05,2005,7535331.0,100.0,Proof,0.37676655,0.0,Drama,Miramax Films,John Madden,6.7,41585
44000000.0,tt0089880,11.924462,1985-05-21,1985,300400432.0,96.0,Rambo: First Blood Part II,6.827282545454546,1.0,Action,TriStar Pictures,George P. Cosmatos,6.5,144154
25000000.0,tt0097737,10.653446,1989-03-17,1989,15704614.0,98.0,Leviathan,0.62818456,0.0,Adventure,Gordon Company,George P. Cosmatos,5.8,16831
63000000.0,tt0095956,11.624866,1988-05-24,1988,189015611.0,102.0,Rambo III,3.000247793650794,1.0,Action,TriStar Pictures,Peter MacDonald,5.8,114128
17500000.0,tt0094890,12.167264999999999,1988-09-13,1988,25024919.0,116.0,Cocoon: The Return,1.4299953714285714,1.0,Comedy,Twentieth Century Fox Film Corporation,Daniel Petrie,5.4,14606
7000000.0,tt0079817,11.789813,1979-06-15,1979,200182160.0,119.0,Rocky II,28.59745142857143,1.0,Drama,United Artists,Sylvester Stallone,7.2,178518
17000000.0,tt0084602,11.673366,1982-05-28,1982,270000000.0,99.0,Rocky III,15.882352941176471,1.0,Drama,United Artists,Sylvester Stallone,6.8,161858
31000000.0,tt0089927,10.25721,1985-11-21,1985,300473716.0,91.0,Rocky IV,9.692700516129031,1.0,Drama,United Artists,Sylvester Stallone,6.9,174647
24000000.0,tt0479143,11.697604,2006-12-20,2006,155721132.0,102.0,Rocky Balboa,6.4883805,1.0,Drama,Columbia Pictures,Sylvester Stallone,7.1,194545
50000000.0,tt0462499,9.915560000000001,2008-01-24,2008,113244290.0,92.0,Rambo,2.2648858,1.0,Action,Nu Image Films,Sylvester Stallone,7.0,208112
52000000.0,tt0120863,9.783966,1998-12-25,1998,98126565.0,170.0,The Thin Red Line,1.887049326923077,1.0,Drama,Fox 2000 Pictures,Terrence Malick,7.6,163306
30000000.0,tt0402399,7.694502000000001,2005-12-25,2005,30536013.0,135.0,The New World,1.0178671,1.0,Drama,New Line Cinema,Terrence Malick,6.7,79545
32000000.0,tt0478304,11.204539,2011-05-18,2011,54674226.0,139.0,The Tree of Life,1.7085695625,1.0,Drama,Fox Searchlight Pictures,Terrence Malick,6.8,159021
70000000.0,tt0120633,9.353499000000001,1998-03-05,1998,56702901.0,115.0,A Civil Action,0.8100414428571429,0.0,Drama,Paramount Pictures,Steven Zaillian,6.6,26242
75000000.0,tt0120458,7.116536999999999,1999-01-14,1999,14010690.0,99.0,Virus,0.1868092,0.0,Horror,Universal Pictures,John Bruno,5.0,25168
37000000.0,tt0091225,10.722672,1986-08-01,1986,37962774.0,110.0,Howard the Duck,1.026020918918919,1.0,Comedy,Lucasfilm,Willard Huyck,4.7,40635
700000.0,tt0051622,8.407369000000001,1958-07-16,1958,3000000.0,94.0,The Fly,4.285714285714286,1.0,Drama,Twentieth Century Fox Film Corporation,Kurt Neumann,7.1,19424
5000000.0,tt0090555,7.791212,1986-09-26,1986,328203506.0,97.0,Crocodile Dundee,65.6407012,1.0,Adventure,Paramount Pictures,Peter Faiman,6.6,87048
10000000.0,tt0160862,7.0649820000000005,1999-01-29,1999,103166989.0,95.0,She's All That,10.3166989,1.0,Comedy,Miramax Films,Robert Iscove,5.9,79921
16000000.0,tt0204175,10.070988,2000-06-16,2000,20627372.0,94.0,Boys and Girls,1.28921075,1.0,Comedy,Punch 21 Productions,Robert Iscove,5.4,15388
150000.0,tt0054167,7.2295869999999995,1960-04-06,1960,83957.0,101.0,Peeping Tom,0.5597133333333333,0.0,Horror,National Film Finance Corporation (NFFC),Michael Powell,7.7,27951
90000000.0,tt0120784,9.112008,1999-02-05,1999,161626121.0,100.0,Payback,1.7958457888888888,1.0,Drama,Paramount Pictures,Brian Helgeland,7.1,126347
65000000.0,tt0183790,10.90061,2001-05-11,2001,117487473.0,132.0,A Knight's Tale,1.8074995846153845,1.0,Adventure,Columbia Pictures Corporation,Brian Helgeland,6.9,160777
40000000.0,tt0453562,11.637224,2013-04-12,2013,95020213.0,128.0,42,2.375505325,1.0,Drama,Warner Bros.,Brian Helgeland,7.5,79285
80000000.0,tt0139462,5.101392,1999-02-22,1999,118880016.0,131.0,Message in a Bottle,1.4860002,1.0,Romance,Bel Air Entertainment,Luis Mandoki,6.2,33960
30000000.0,tt0280380,5.781667,2002-09-20,2002,6916869.0,106.0,Trapped,0.2305623,0.0,Action,Senator Film Produktion,Luis Mandoki,6.2,21959
10000000.0,tt0151804,12.329066000000001,1999-02-19,1999,12827813.0,89.0,Office Space,1.2827813,1.0,Comedy,Twentieth Century Fox Film Corporation,Mike Judge,7.7,230952
30000000.0,tt0387808,12.130803,2006-09-01,2006,495303.0,84.0,Idiocracy,0.0165101,0.0,Adventure,Twentieth Century Fox Film Corporation,Mike Judge,6.6,135411
11500000.0,tt0098084,8.365761000000001,1989-04-21,1989,57469467.0,103.0,Pet Sematary,4.997344956521739,1.0,Drama,Paramount Pictures,Mary Lambert,6.6,88068
8000000.0,tt0105128,6.8234449999999995,1992-08-28,1992,17092453.0,100.0,Pet Sematary II,2.136556625,1.0,Horror,Paramount Pictures,Mary Lambert,4.9,18083
9000000.0,tt0074812,6.842274000000001,1976-06-23,1976,25000000.0,119.0,Logan's Run,2.7777777777777777,1.0,Adventure,Metro-Goldwyn-Mayer (MGM),Michael Anderson,6.8,48619
3000000.0,tt0065462,12.325947,1970-05-01,1970,18999718.0,95.0,Beneath the Planet of the Apes,6.333239333333333,1.0,Adventure,Twentieth Century Fox Film Corporation,Ted Post,6.1,39625
1800000.0,tt0061747,7.266576,1968-07-31,1968,6800000.0,114.0,Hang 'em High,3.7777777777777777,1.0,Western,United Artists,Ted Post,7.0,32535
1700000.0,tt0069768,11.644764,1973-06-15,1973,8844595.0,93.0,Battle for the Planet of the Apes,5.2027029411764705,1.0,Action,Twentieth Century Fox Film Corporation,J. Lee Thompson,5.5,27395
1700000.0,tt0068408,12.843375,1972-06-29,1972,9700000.0,88.0,Conquest of the Planet of the Apes,5.705882352941177,1.0,Action,Twentieth Century Fox Film Corporation,J. Lee Thompson,6.1,28528
6000000.0,tt0054953,8.522673,1961-04-27,1961,28900000.0,158.0,The Guns of Navarone,4.816666666666666,1.0,Action,Columbia Pictures,J. Lee Thompson,7.5,42853
12500000.0,tt0089421,6.138795,1985-03-20,1985,238227.0,100.0,King Solomon's Mines,0.01905816,0.0,Action,Cannon Group,J. Lee Thompson,5.3,11745
2500000.0,tt0067065,12.120267,1971-05-20,1971,12348905.0,98.0,Escape from the Planet of the Apes,4.939562,1.0,Action,Twentieth Century Fox Film Corporation,Don Taylor,6.3,30050
10500000.0,tt0139134,8.181065,1999-03-05,1999,75902208.0,97.0,Cruel Intentions,7.228781714285715,1.0,Drama,Columbia Pictures,Roger Kumble,6.8,171681
43000000.0,tt0253867,8.889064,2002-04-12,2002,68696770.0,84.0,The Sweetest Thing,1.5975993023255814,1.0,Romance,Konrad Pictures,Roger Kumble,5.2,52735
35000000.0,tt0492389,10.794556,2010-04-02,2010,39340177.0,92.0,Furry Vengeance,1.124005057142857,1.0,Comedy,Summit Entertainment,Roger Kumble,3.8,14988
1350000.0,tt0120735,4.60786,1998-03-05,1998,3897569.0,105.0,"Lock, Stock and Two Smoking Barrels",2.8870881481481483,1.0,Comedy,Handmade Films Ltd.,Guy Ritchie,8.2,503182
10000000.0,tt0208092,14.014025,2000-09-01,2000,83557872.0,103.0,Snatch,8.3557872,1.0,Thriller,Columbia Pictures Corporation,Guy Ritchie,8.3,735403
90000000.0,tt0988045,15.68604,2009-12-23,2009,524028679.0,128.0,Sherlock Holmes,5.822540877777778,1.0,Action,Village Roadshow Pictures,Guy Ritchie,7.6,557503
75000000.0,tt0141098,7.906035,1999-03-12,1999,93888180.0,105.0,Forces of Nature,1.2518424,1.0,Romance,DreamWorks SKG,Bronwen Hughes,5.4,30844
